oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
preventa de departamentos san rafael,2009033.0,35.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,57400.94285714286
cuauhtemoc departamento venta cuauhtemoc cdmx,6647892.0,86.0,2.0,2.0,19.4284881,-99.1702442,easyaviso,2025-05-09 13:25:53.299823,77301.06976744186
departamentos venta cuauhtemoc alcaldia cuauhtemoc cdmx,19258729.0,242.0,3.0,3.0,19.4291806791,-99.1721248627,easyaviso,2025-05-09 13:25:53.299823,79581.52479338842
venta  2 departamentos en be grand alto polanco torre 4,8350000.0,94.14,2.0,2.0,19.441012,-99.1817785,easyaviso,2025-05-09 13:25:53.299823,88697.68429997875
departamento en anahuac a 10 minutos de polanco,3500000.0,60.0,2.0,2.0,19.4477962,-99.1745496,easyaviso,2025-05-09 13:25:53.299823,58333.333333333336
preventa rio nazas 156  cuauhtemoc,6300000.0,89.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,70786.51685393258
ultimo depa de 2 recamaras  en cuauhtemoc a 5min polanco,5460286.0,76.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,71845.86842105263
depa en col cuauhtemoc 2 recamaras 2 banos 1 estacionamiento,5237828.0,73.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,71751.06849315068
depa de 2 recamaras cerca de polanco en cuauhtemoc,5460286.0,85.52,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,63848.05893358279
departamento en venta en rosas moreno san rafael,4903253.0,71.0,2.0,2.0,19.4343262,-99.1647888,easyaviso,2025-05-09 13:25:53.299823,69059.9014084507
penthouse  en venta anzures,12351000.0,242.0,2.0,2.0,19.4337133,-99.1727421,easyaviso,2025-05-09 13:25:53.299823,51037.19008264463
serapio rendon 21 depto en preventa 1 rec. con balcon  roof garden de 74m2,3550000.0,74.95,,,19.4406017694,-99.1579713115,easyaviso,2025-05-09 13:25:53.299823,47364.90993995997
serapio rendon 21 depto en preventa 2 rec. con balcon  roof garden de 94m2,5090000.0,97.8,,2.0,19.4395613306,-99.15899276,easyaviso,2025-05-09 13:25:53.299823,52044.98977505112
serapio rendon 21 depto en preventa 2 rec. con balcon  roof garden de 93m2,4990000.0,93.7,,2.0,19.4415208222,-99.1569713615,easyaviso,2025-05-09 13:25:53.299823,53255.06937033084
departamento en venta en  the st. regis cdmx,17500000.0,120.0,,,19.4247894664,-99.1724241701,easyaviso,2025-05-09 13:25:53.299823,145833.33333333334
departamentos en venta en rio nilo cuauhtemoc,8500000.0,92.0,2.0,2.0,19.4283006,-99.1717538,easyaviso,2025-05-09 13:25:53.299823,92391.30434782608
venta departamento remodelado en veronica anzures,6200000.0,200.0,2.0,3.0,19.436399774,-99.1701548294,easyaviso,2025-05-09 13:25:53.299823,31000.0
venta departamento col. cuauhtemoc cuauhtemoc,5350000.0,85.5,,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,62573.09941520468
venta departamentos col. cuauhtemoc,6485000.0,89.07,2.0,2.0,19.4314117,-99.1681005,easyaviso,2025-05-09 13:25:53.299823,72807.90389581228
ph en st regis cdmx,76015680.0,189.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,402199.3650793651
departamento en san rafael,2850000.0,59.0,,2.0,19.4365596,-99.1649459,easyaviso,2025-05-09 13:25:53.299823,48305.08474576271
calido departamento venta en alcaldia cuauhtemoc,6500000.0,109.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,59633.02752293578
departamento en venta san rafael,2934799.0,39.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,75251.2564102564
departamento venta veronica anzures,8299305.0,123.0,2.0,,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,67474.0243902439
venta de departamentos cuauhtemoc,5073000.0,67.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,75716.41791044777
departamentos en venta en edificio con amenidades de la col. san rafael,3645000.0,61.0,2.0,2.0,19.4288893,-99.1744417,easyaviso,2025-05-09 13:25:53.299823,59754.098360655735
entrega inmediata,5350000.0,83.0,,2.0,19.4260089,-99.1755645,easyaviso,2025-05-09 13:25:53.299823,64457.8313253012
departamento en obra gris st. regis reforma,35084160.0,183.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,191716.7213114754
vendo apartamento  del valle,9000000.0,150.0,2.0,2.0,19.4089737,-99.1682063,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en venta rio rhin excelente plusvalia,5073000.0,68.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,74602.94117647059
distum dhalia 3 departamento a estrenar,2675000.0,35.0,,,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,76428.57142857143
venta departamentos en guadalquivir,9991800.0,182.0,2.0,2.0,19.4322751,-99.1675033,easyaviso,2025-05-09 13:25:53.299823,54900.0
departamento 94m2 exterior 2 recamaras 2 estacionamientos en metro san joaquin,5665000.0,94.0,2.0,2.0,19.4475973,-99.1895055,easyaviso,2025-05-09 13:25:53.299823,60265.95744680851
departamento 68m2 de 2 recamaras 2 estacionamientos metro san joaquin,3927000.0,68.0,2.0,2.0,19.4445973,-99.1925055,easyaviso,2025-05-09 13:25:53.299823,57750.0
departamento 81m2 exterior de 2 recamaras con balcon en metro san joaquin,5005000.0,81.0,2.0,2.0,19.4435973,-99.1935055,easyaviso,2025-05-09 13:25:53.299823,61790.12345679013
melchor ocampo nuevos renta,3100000.0,47.0,,,19.4305162318,-99.1728329659,easyaviso,2025-05-09 13:25:53.299823,65957.44680851063
departamento venta gh rio neva cuauhtemoc,7250927.0,98.0,2.0,2.0,19.431494,-99.1624579,easyaviso,2025-05-09 13:25:53.299823,73989.05102040817
loft be grand alto polanco torre 3,4300000.0,46.0,,,19.4396422145,-99.1820383072,easyaviso,2025-05-09 13:25:53.299823,93478.26086956522
se grand alto polanco torre 2,8700000.0,129.0,2.0,3.0,19.4394398702,-99.1823816299,easyaviso,2025-05-09 13:25:53.299823,67441.86046511628
preventa de departamento en schultz 81 san rafael. 503,5998300.0,67.1,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,89393.44262295082
preventa de departamento en schultz 81 san rafael. 502,7984000.0,93.1,2.0,2.0,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,85757.25026852847
preventa de departamento en schultz 81 san rafael. 405,3977200.0,51.6,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77077.51937984496
preventa de departamento en schultz 81 san rafael. 406,3898200.0,46.6,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,83652.36051502146
preventa de departamento en schultz 81 san rafael. 403,4368500.0,52.9,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,82580.34026465028
preventa de departamento en schultz 81 san rafael. 306,3875100.0,46.6,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,83156.65236051501
preventa de departamento en schultz 81 san rafael. 304,3998700.0,51.8,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77194.9806949807
preventa de departamento en schultz 81 san rafael. 302,5445400.0,81.9,2.0,2.0,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,66488.40048840048
preventa de departamento en schultz 81 san rafael. 206,3811400.0,46.6,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,81789.69957081544
preventa de departamento en schultz 81 san rafael. 205,3999300.0,51.6,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77505.81395348837
preventa de departamento en schultz 81 san rafael. 203,4231800.0,52.9,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,79996.21928166352
preventa de departamento en schultz 81 san rafael. 105,3920700.0,50.9,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77027.50491159136
preventa de departamento en schultz 81 san rafael. 103,3990000.0,52.3,,,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,76290.6309751434
preventa de departamento en schultz 81 san rafael. 102,5494100.0,81.9,2.0,2.0,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,67083.02808302808
preventa de departamento en schultz 81 san rafael. 101,5190000.0,67.4,,2.0,19.4371896,-99.1610856,easyaviso,2025-05-09 13:25:53.299823,77002.96735905044
venta depto rio tamesis,4980000.0,91.34,2.0,2.0,19.4311001,-99.1605057,easyaviso,2025-05-09 13:25:53.299823,54521.567768775996
departamento en venta en la cuauhtemoc,6850000.0,90.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,76111.11111111111
departamento de lujo en col. cuauhtemoc para inversion airbnb,5620000.0,90.0,,2.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,62444.444444444445
departamentos en san rafael,5487300.0,84.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,65325.0
venta inversionistas be grand polanco 8500000,8500000.0,110.0,2.0,3.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,77272.72727272728
departamentos desde 79 m2 a 4950000 miguel hidalgo cdmx,4950000.0,79.0,2.0,2.0,19.4425867,-99.1945119,easyaviso,2025-05-09 13:25:53.299823,62658.22784810127
departamento en venta en la colonia cuauhtemoc,7800000.0,113.3,2.0,2.0,19.4298854,-99.1691796,easyaviso,2025-05-09 13:25:53.299823,68843.77758164165
departamento en venta en la colonia cuauhtemoc,6330000.0,78.41,2.0,2.0,19.4298854,-99.1691796,easyaviso,2025-05-09 13:25:53.299823,80729.49878841985
preventa de departamentos y ph en anzures,5250000.0,94.0,2.0,2.0,19.4382561504,-99.1733801365,easyaviso,2025-05-09 13:25:53.299823,55851.063829787236
departamento en venta en col. san rafael,1450000.0,41.0,,,19.4392649,-99.1665245,easyaviso,2025-05-09 13:25:53.299823,35365.85365853659
departamentos venta cuauhtemoc alcaldia cuauhtemoc cdmx,9416413.0,92.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,102352.31521739131
pent house en venta en la col. anahuac,3900000.0,115.0,,,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,33913.04347826087
venta departamentos nuevos colonia cuauhtemoc apa_3794 yi,5052570.0,72.99,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
departamento 182m2 con roof privado 2 recamaras 2 cajones,9991800.0,182.82,2.0,2.0,19.4312557,-99.1672875,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
departamento 182m2 roof privado 2 recamaras 2 estacionamientos en cuauhtemoc,9991800.0,182.82,2.0,2.0,19.4312557,-99.1672875,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
venta ph en gutenberg veronica anzures,15708500.0,242.0,2.0,2.0,19.436516,-99.1739857,easyaviso,2025-05-09 13:25:53.299823,64911.157024793385
departamento venta  gutenberg veronica anzures,10115000.0,123.0,2.0,2.0,19.4327701,-99.1754965,easyaviso,2025-05-09 13:25:53.299823,82235.77235772357
departamento en venta en ritz carlton residences chapultepec uno,27950380.799999997,123.0,2.0,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,227238.8682926829
departamento en venta,4500000.0,107.0,,2.0,19.4330872,-99.1680599,easyaviso,2025-05-09 13:25:53.299823,42056.07476635514
departamento en venta a una cuadra de reforma cuauhtemoc,5200000.0,120.0,2.0,,19.4308623,-99.1639242,easyaviso,2025-05-09 13:25:53.299823,43333.333333333336
departamento venta rio neva cuauhtemoc,4984107.0,77.0,2.0,2.0,19.431494,-99.1624579,easyaviso,2025-05-09 13:25:53.299823,64728.66233766234
departamento venta rio neva cuauhtemoc,7184650.0,112.0,2.0,2.0,19.431494,-99.1624579,easyaviso,2025-05-09 13:25:53.299823,64148.66071428572
departamentos en venta en la col. veronica anzures,6300000.0,96.0,2.0,3.0,19.436516,-99.1739857,easyaviso,2025-05-09 13:25:53.299823,65625.0
venta departamento cadu residencial 4398.041,4398041.0,85.48,2.0,2.0,19.4454092,-99.1691899,easyaviso,2025-05-09 13:25:53.299823,51451.11137108095
departamento 89m2 en cuauhtemoc 2 recamaras,6647892.0,89.0,2.0,2.0,19.4274881,-99.1712442,easyaviso,2025-05-09 13:25:53.299823,74695.41573033707
venta departamento en villalongin cdmx,9500000.0,170.0,3.0,3.0,19.4345534,-99.1697322,easyaviso,2025-05-09 13:25:53.299823,55882.35294117647
estrena hermoso  departamento en  guillermo prieto,3795000.0,65.0,,2.0,19.4371601,-99.1621779,easyaviso,2025-05-09 13:25:53.299823,58384.61538461538
departamento miguel hidalgo gran oportunidad  de comprar.,403997.0,100.0,,2.0,19.4410517,-99.1703307,easyaviso,2025-05-09 13:25:53.299823,4039.97
cuauhtemoc departamento de 2 recamaras con balcon en venta,5830000.0,98.05,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,59459.45945945946
san rafael cuauhtemoc departamento de 3 recamaras con balcon en venta,5590000.0,89.55,2.0,3.0,19.437802,-99.1639137,easyaviso,2025-05-09 13:25:53.299823,62423.22724734785
san rafael cuauhtemoc departamento con balcon en venta,3250000.0,46.25,,,19.437802,-99.1639137,easyaviso,2025-05-09 13:25:53.299823,70270.27027027027
cuauhtemoc departamento de 2 recamaras con terraza en venta,5450000.0,71.65,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,76064.20097697138
cuauhtemoc departamento con terraza en venta,4790000.0,71.65,,,19.4289499,-99.1711628,easyaviso,2025-05-09 13:25:53.299823,66852.75645498953
cuauhtemoc departamento de 2 recamaras con balcon en venta,5100000.0,74.25,2.0,2.0,19.4298854,-99.1691796,easyaviso,2025-05-09 13:25:53.299823,68686.8686868687
cuauhtemoc departamento de 2 recamaras en venta,4990000.0,79.28,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,62941.47325933401
cuauhtemoc departamento con terraza en venta,6550000.0,119.1,2.0,2.0,19.4307209,-99.170468,easyaviso,2025-05-09 13:25:53.299823,54995.80184718724
departamento en miguel hidalgo excelente oportunidad,800000.0,60.0,,2.0,19.4453376,-99.172515,easyaviso,2025-05-09 13:25:53.299823,13333.333333333334
departamento en miguel hidalgo excelente oportunidad,611000.0,70.0,,2.0,19.4384176,-99.1712403,easyaviso,2025-05-09 13:25:53.299823,8728.57142857143
departamento en cuauhtemoc excelente oportunidad,965000.0,84.0,,3.0,19.4404968,-99.1626536,easyaviso,2025-05-09 13:25:53.299823,11488.095238095239
departamento en cuauhtemoc excelente oportunidad,900000.0,84.0,,3.0,19.4404968,-99.1626536,easyaviso,2025-05-09 13:25:53.299823,10714.285714285714
departamento de anzurez,4990000.0,120.0,2.0,3.0,19.4352051,-99.1735099,easyaviso,2025-05-09 13:25:53.299823,41583.333333333336
estrena depa en cuauhtemoc,5850000.0,70.23,2.0,2.0,19.4325917,-99.1693627,easyaviso,2025-05-09 13:25:53.299823,83297.73601025202
distum depas excelente departamento en venta,4450000.0,60.0,,,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,74166.66666666667
penthouse en venta colonia cuauhtemoc en rio guadalquivir,9991800.0,182.82,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
departamento en venta en anahuac miguel hidalgo cdmx,723000.0,44.32,,2.0,19.4425568,-99.1701089,easyaviso,2025-05-09 13:25:53.299823,16313.176895306859
departamento en venta en anahuac miguel hidalgo oportunidad bancaria,1943700.0,93.0,,3.0,19.4438865,-99.1752628,easyaviso,2025-05-09 13:25:53.299823,20900.0
departamento en venta en morelos cuauhtemoc cdmx,634000.0,43.88,,2.0,19.4487895,-99.1287812,easyaviso,2025-05-09 13:25:53.299823,14448.495897903373
departamento venta cuauhtemoc cuauhtemoc.,36000000.0,183.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,196721.31147540984
pent house en venta con seguridad en cuauhtemoc cuauhtemoc,8200000.0,170.0,2.0,3.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,48235.294117647056
residencia de lujo en paseo de la reforma venta,27950634.185599998,123.91,2.0,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,225572.0618642563
departamentos en venta en col. cuauhtemoc. cdmx.,9991800.0,182.82,2.0,2.0,19.4282821,-99.1700894,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
venta,5250000.0,71.0,,,19.4308034,-99.1687252,easyaviso,2025-05-09 13:25:53.299823,73943.66197183098
av. marina nacional 385 veronica anzures miguel hidalgo 11370 ciudad de mexic,3200000.0,38.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,84210.52631578948
departamentos nuevos a diez minutos de polanco,3142530.0,61.88,,2.0,19.4479234,-99.1879503,easyaviso,2025-05-09 13:25:53.299823,50784.259857789264
venta o renta,4750000.0,84.0,2.0,2.0,19.4291497,-99.1661618,easyaviso,2025-05-09 13:25:53.299823,56547.619047619046
venta de departamento en cuauhtemoc,9991800.0,182.82,2.0,2.0,19.4282557,-99.1702875,easyaviso,2025-05-09 13:25:53.299823,54653.75779455202
departamentoresidencia amueblado,5700000.0,94.0,,,19.4301115207,-99.1651164386,easyaviso,2025-05-09 13:25:53.299823,60638.29787234042
departamentoresidencia amueblado,5900000.0,94.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,62765.95744680851
chapultepec uno r509  cuauhtemoc,16060748.799999999,58.44,,,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,274824.58590006846
anahuac departamento venta miguel hidalgo,730000.0,87.0,,2.0,19.4461551,-99.170644,easyaviso,2025-05-09 13:25:53.299823,8390.80459770115
excelente departamento en venta en parques plaza nuevo polanco,8900000.0,122.0,2.0,2.0,19.4394119,-99.1781599,easyaviso,2025-05-09 13:25:53.299823,72950.81967213115
preventa lirio   reforma,4548273.0,66.7,,,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,68190.0
alfonso herrera   san rafael,3800000.0,63.6,,,19.4401419,-99.163257,easyaviso,2025-05-09 13:25:53.299823,59748.42767295597
departamentos  2 y 3 recamaras con roof privado col. san rafael,5304000.0,85.0,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,62400.0
venta  departamento  exterior  balcon  bodega  amenidad  veronica anzures,8900000.0,190.0,3.0,3.0,19.4363913,-99.1747715,easyaviso,2025-05-09 13:25:53.299823,46842.10526315789
venta departamento nuevo en veronica anzures,3270000.0,60.0,,,19.4372747694,-99.1721892357,easyaviso,2025-05-09 13:25:53.299823,54500.0
venta departamento cuauhtemoc,4463850.0,65.43,2.0,2.0,19.4333371,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,68223.29206785877
departamento de 3 recamaras 166m2 en parques plaza nuevo polanco,10140000.0,107.59,2.0,3.0,19.4367959,-99.1800518,easyaviso,2025-05-09 13:25:53.299823,94246.67720048332
departamento en cuauhtemoc gran oportunidad de comprar e invertir,3798527.64,,2.0,3.0,19.4481111,-99.1578523,easyaviso,2025-05-09 13:25:53.299823,
para quien busca lujo confort y ubicacion en la colonia cuauhtemoc,7800000.0,133.6,2.0,2.0,19.388043017,-99.1010790184,easyaviso,2025-05-09 13:25:53.299823,58383.23353293414
venta departamentos p. de la reforma col. cuauhtemoc apa_2885 hn,19382244.191999998,65.18,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,297364.9001534212
departamento en venta a una cuadra del angel,5975000.0,105.0,2.0,2.0,19.429816,-99.1683869,easyaviso,2025-05-09 13:25:53.299823,56904.76190476191
venta pentgarden con terraza y balcon y departamento col. cuauhtemoc apa_2798 hn,5750000.0,77.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,74675.32467532468
departamento en cuauhtemoc gran oportunidad de comprar e invertir,4537837.6,120.0,,2.0,19.4289499,-99.1711628,easyaviso,2025-05-09 13:25:53.299823,37815.31333333333
excelente departamento  para  invertir no pierdas la oportunidad,1868958.0,93.0,,2.0,19.4411109,-99.1755213,easyaviso,2025-05-09 13:25:53.299823,20096.322580645163
