oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
departamento en venta col. cuauhtemoc a unos pasos de paseo de la reforma,4690000.0,82.0,2.0,2.0,19.4302766,-99.1634039,easyaviso,2025-05-09 13:25:53.299823,57195.12195121951
estrene departamento en san rafael.,3152500.0,42.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,75059.52380952382
hermoso departamento en san rafael.,3247300.0,39.0,,,19.437153361,-99.1618680986,easyaviso,2025-05-09 13:25:53.299823,83264.10256410256
vive san rafael.,4890000.0,71.6,,2.0,19.4336867,-99.162168,easyaviso,2025-05-09 13:25:53.299823,68296.08938547487
departamento 77m2 balcon 2 recamaras bodega estacionamiento,5750000.0,77.0,2.0,2.0,19.429609,-99.162985,easyaviso,2025-05-09 13:25:53.299823,74675.32467532468
departamento en venta en col. anahuac ciudad de mexico,2400000.0,63.0,,3.0,19.4454848,-99.1795813,easyaviso,2025-05-09 13:25:53.299823,38095.23809523809
departamento 134m2 roof garden privado balcon 1 recamara bodega estacionamiento,6500000.0,134.0,2.0,,19.430609,-99.161985,easyaviso,2025-05-09 13:25:53.299823,48507.46268656717
departamento en venta en cuauhtemoc,6950000.0,140.0,2.0,2.0,19.4277893,-99.171524,easyaviso,2025-05-09 13:25:53.299823,49642.857142857145
venta departamento rio lerma cuauhtemoc,5700000.0,80.0,,,19.4290771,-99.1659999,easyaviso,2025-05-09 13:25:53.299823,71250.0
departamento venta marina nacional  veronica anzures,2890000.0,30.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,96333.33333333333
departamento en venta maestro antonio caso 149 san rafael,4465700.0,70.0,2.0,2.0,19.4354665,-99.1649706,easyaviso,2025-05-09 13:25:53.299823,63795.71428571428
preventa en san rafael,4850000.0,66.9,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,72496.26307922271
departamento en venta en veronica anzures,6691844.0,91.0,2.0,2.0,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,73536.74725274726
departamento en venta en veronica anzures,4036313.0,51.5,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,78375.00970873787
aprovecha solo quedan 2 depa 1 hab  1 bano en san cosme colonia san rafael,3239800.0,40.08,,,19.4417134,-99.1618103,easyaviso,2025-05-09 13:25:53.299823,80833.33333333334
departamento exterior con balcon en venta,6700000.0,77.0,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,87012.98701298701
begrand alto polanco torre2,8700000.0,129.0,2.0,3.0,19.4394398702,-99.1823816299,easyaviso,2025-05-09 13:25:53.299823,67441.86046511628
rio misisipi cuauhtemoc,4802550.0,71.0,,,19.4277443,-99.1730046,easyaviso,2025-05-09 13:25:53.299823,67641.54929577465
departamento en venta col. san rafael cuauhtemoc,5900000.0,110.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,53636.36363636364
extraordinario departamento en la colonia tabacalera,8699000.0,93.0,2.0,2.0,19.4345612,-99.1532518,easyaviso,2025-05-09 13:25:53.299823,93537.63440860216
el departamento de tus suenos en la colonia anahuac,4500000.0,82.85,2.0,2.0,19.4401814,-99.1770569,easyaviso,2025-05-09 13:25:53.299823,54315.027157513585
venta nuevo departamento para estrenar en cuauhtemoc,5750000.0,77.0,2.0,2.0,19.3880779,-99.1012847,easyaviso,2025-05-09 13:25:53.299823,74675.32467532468
vive en be grand polanco con amenidades y todo caminando,6000000.0,93.0,2.0,2.0,19.439561,-99.1821956,easyaviso,2025-05-09 13:25:53.299823,64516.12903225807
bonito departamento en venta,2750000.0,,,,19.433516,-99.1769857,easyaviso,2025-05-09 13:25:53.299823,
excelente departamento en venta a unos pasos de paseo de la reforma,7900000.0,,2.0,3.0,19.4291322,-99.1701413,easyaviso,2025-05-09 13:25:53.299823,
departamento en venta 1 recamara con balcon col san rafael,3200000.0,42.22,,,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,75793.4628138323
departamento en venta en cuauhtemoc 2 recamaras. rio nilo,5770000.0,82.49,2.0,2.0,19.4305817,-99.1727202,easyaviso,2025-05-09 13:25:53.299823,69947.87246939023
estrena depto estrena vida muy cerca de reforma,6593196.0,75.7,2.0,2.0,19.53606,-99.19683,easyaviso,2025-05-09 13:25:53.299823,87096.38044914135
gabino barreda 89 depto en preventa 1 recamara con balcon de 48m2,3400000.0,,,,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con balcon de 84m2,6450000.0,,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con balcon de 84m2,6350000.0,,2.0,2.0,19.4385126027,-99.1637043187,easyaviso,2025-05-09 13:25:53.299823,
departamento en venta en col. san rafael,6050646.0,113.0,2.0,2.0,19.4373442,-99.1642038,easyaviso,2025-05-09 13:25:53.299823,53545.53982300885
para inversionistas excelente departamento en torre union a un costado de pemex,3200000.0,74.0,2.0,2.0,19.4395477,-99.1772318,easyaviso,2025-05-09 13:25:53.299823,43243.24324324324
cuauhtemoc venta excelentes  departamentos con balcon para estrenar,5975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
departamento en venta sadi carnot 89 col san rafael,2860000.0,54.84,,2.0,19.4350741,-99.1590036,easyaviso,2025-05-09 13:25:53.299823,52151.714077315824
departamento en san rafael,7129070.0,94.94,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,75090.26753739204
departamento san rafael,3800000.0,56.6,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,67137.80918727916
departamento ph en venta en cuauhtemoc en carlos juan finlay.,6500000.0,134.0,2.0,,19.3881032,-99.101107,easyaviso,2025-05-09 13:25:53.299823,48507.46268656717
preventa de exclusivos departamentos en la colonia san rafael,4900000.0,69.64,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,70361.86099942561
preventa de exclusivos departamentos en la colonia san rafael,3200000.0,48.27,,,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,66293.76424280091
lirio reforma  proyecto residencial,3336777.0,38.75,,,19.4348791,-99.1615867,easyaviso,2025-05-09 13:25:53.299823,86110.37419354838
lirio reforma  proyecto residencial en ubicacion estrategica,3500000.0,42.53,,,19.4348791,-99.1615867,easyaviso,2025-05-09 13:25:53.299823,82294.85069362803
departamento amueblado en ritz carlton,83812160.0,255.0,3.0,3.0,19.4246557,-99.1755946,easyaviso,2025-05-09 13:25:53.299823,328675.137254902
departamento en venta en san rafael 2 recamaras,6000000.0,121.61,2.0,2.0,19.4394568,-99.1658032,easyaviso,2025-05-09 13:25:53.299823,49338.04785790642
pre venta departamento en col. san rafael  cuauhtemoc,4350000.0,79.5,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,54716.981132075474
pre venta departamentos en col. san rafael cuauhtemoc,5990000.0,88.0,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,68068.18181818182
gabino barreda 89 depto en preventa 2 recamaras con balcon de 72m2,5750000.0,,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con balcon de 84m2,6250000.0,,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 1 recamara con balcon de 48m2,3200000.0,,,,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con balcon de 69m2,4900000.0,,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con balcon de 84m2,6150000.0,,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 1 recamara con terraza de 62m2,4650000.0,,,,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,
gabino barreda 89 depto en preventa 2 recamaras con terraza de 88m2,5990000.0,,,,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
rio misissipi cuauhtemoc,5575000.0,85.0,,2.0,19.4277443,-99.1730046,easyaviso,2025-05-09 13:25:53.299823,65588.23529411765
rio rhin departamento en venta,7900000.0,,2.0,3.0,19.4322204,-99.1659133,easyaviso,2025-05-09 13:25:53.299823,
departamento en venta distum marina nacional,2750000.0,30.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,91666.66666666667
gabino barreda 89 depto en preventa 2 recamaras con terraza de 71m2,5350000.0,,,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,
departamento venta colonia anahuac,3300000.0,62.0,,2.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,53225.8064516129
departamento en rio panuco. muy nuevo,5650000.0,103.0,2.0,2.0,19.4276902,-99.1734991,easyaviso,2025-05-09 13:25:53.299823,54854.36893203884
departamento en venta en cuauhtemoc cdmx,7000000.0,70.0,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,100000.0
estrena condominio en venta en la colonia cuauhtemoc,5862000.0,97.7,2.0,2.0,19.4347497,-99.1698908,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en venta en col. san rafael,8500000.0,240.0,2.0,2.0,19.4359815,-99.162201,easyaviso,2025-05-09 13:25:53.299823,35416.666666666664
departamento en venta o renta en ritz carlton,42978096.0,156.79,2.0,2.0,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,274112.4816633714
departamento en venta en ritz carlton reforma cuauhtemoc,19000000.0,73.0,,,19.4490225,-99.1341838,easyaviso,2025-05-09 13:25:53.299823,260273.97260273973
departamento en venta en residencias ritz carlton  reforma cuauhtemoc,15300592.0,57.96,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,263985.3692201518
departamento en venta en ritz carlton reforma cuauhtemoc,17834448.0,65.18,,,19.4240425,-99.1757592,easyaviso,2025-05-09 13:25:53.299823,273618.41055538505
departamento en venta o renta en ritz carlton cuauhtemoc,81863040.0,240.0,2.0,2.0,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,341096.0
preventa deparatmentos  en san rafael,2232036.0,35.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,63772.45714285714
departamento de ensueno,2850000.0,58.87,,2.0,19.4229281,-99.1400493,easyaviso,2025-05-09 13:25:53.299823,48411.75471377612
departamento en venta en la colonia san rafael,6200000.0,111.0,2.0,2.0,19.4394568,-99.1658032,easyaviso,2025-05-09 13:25:53.299823,55855.85585585586
oportunidad departamento en venta en tlatelolco,2100000.0,86.0,,2.0,19.456561,-99.1481665,easyaviso,2025-05-09 13:25:53.299823,24418.60465116279
hermoso departamento en col san rafael.,4150000.0,72.0,,,19.4363201,-99.1627645,easyaviso,2025-05-09 13:25:53.299823,57638.88888888889
hermoso departamento en col san rafael.,3210000.0,39.0,,,19.4393201,-99.1597645,easyaviso,2025-05-09 13:25:53.299823,82307.69230769231
hermoso departamento en col san rafael.,3050000.0,37.0,,,19.4403201,-99.1587645,easyaviso,2025-05-09 13:25:53.299823,82432.43243243243
hermoso departamento en col san rafael.,3310000.0,42.0,,,19.4393201,-99.1597645,easyaviso,2025-05-09 13:25:53.299823,78809.52380952382
hermoso departamento en col san rafael.,3025000.0,37.0,,,19.4353201,-99.1637645,easyaviso,2025-05-09 13:25:53.299823,81756.75675675676
hermoso departamento en col san rafael.,3200000.0,39.0,,,19.4393201,-99.1597645,easyaviso,2025-05-09 13:25:53.299823,82051.28205128205
hermoso departamento en col san rafael.,3000000.0,37.0,,,19.4393201,-99.1597645,easyaviso,2025-05-09 13:25:53.299823,81081.08108108108
hermoso departamento en col san rafael.,2810000.0,36.0,,,19.4353201,-99.1637645,easyaviso,2025-05-09 13:25:53.299823,78055.55555555556
hermoso departamento en col san rafael.,3150000.0,39.0,,,19.4403201,-99.1587645,easyaviso,2025-05-09 13:25:53.299823,80769.23076923077
hermoso departamento en col san rafael.,3100000.0,40.0,,,19.4353201,-99.1637645,easyaviso,2025-05-09 13:25:53.299823,77500.0
hermoso departamento en col san rafael.,2870000.0,37.0,,,19.4343201,-99.1647645,easyaviso,2025-05-09 13:25:53.299823,77567.56756756757
hermoso departamento en col san rafael.,2790000.0,36.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,77500.0
hermoso departamento en col san rafael.,2840000.0,37.0,,,19.4353201,-99.1637645,easyaviso,2025-05-09 13:25:53.299823,76756.75675675676
hermoso departamento en col san rafael.,2760000.0,36.0,,,19.4383201,-99.1607645,easyaviso,2025-05-09 13:25:53.299823,76666.66666666667
hermoso departamento en col san rafael.,2850000.0,37.0,,,19.4403201,-99.1587645,easyaviso,2025-05-09 13:25:53.299823,77027.02702702703
hermoso departamento en col san rafael.,2735000.0,36.0,,,19.4353201,-99.1637645,easyaviso,2025-05-09 13:25:53.299823,75972.22222222222
hermoso departamento en col san rafael.,4100000.0,72.0,,,19.4403201,-99.1587645,easyaviso,2025-05-09 13:25:53.299823,56944.444444444445
venta de departamentos en  col. cuauhtemoc  paseo de la reforma cdmx,5052570.0,73.0,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,69213.28767123287
venta de departamentos en colonia san rafael,4465700.0,62.0,2.0,2.0,19.4348791,-99.1615867,easyaviso,2025-05-09 13:25:53.299823,72027.41935483871
venta de departamentos en veronica anzures calle gutemberg,8775000.0,123.0,3.0,3.0,19.4327701,-99.1754965,easyaviso,2025-05-09 13:25:53.299823,71341.46341463414
venta de departamentos en rio paunico  colonia cuauhtemoc.,5726800.0,70.0,2.0,2.0,19.4317093,-99.1659514,easyaviso,2025-05-09 13:25:53.299823,81811.42857142857
departamento en venta skypark cuauhtemoc,4974000.0,73.0,2.0,2.0,19.4321765,-99.1717473,easyaviso,2025-05-09 13:25:53.299823,68136.98630136986
departamento en venta colonia san rafael,3700000.0,65.35,,2.0,19.4069088,-99.123362,easyaviso,2025-05-09 13:25:53.299823,56618.209640397865
venta departamento san rafael,3608000.0,61.0,2.0,2.0,19.4287803,-99.1744536,easyaviso,2025-05-09 13:25:53.299823,59147.54098360656
departamento en 5to nivel en rio rhin,3200000.0,78.66,,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,40681.413679125355
departamentos en gabino barreda san rafael,5372640.0,84.0,2.0,3.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,63960.0
departamento en. venta en cuahutemoc,5900000.0,97.0,2.0,2.0,19.4312529,-99.1613702,easyaviso,2025-05-09 13:25:53.299823,60824.742268041235
venta departamento nuevo en colonia cuauhtemoc alcaldia cuauhtemoc,6485000.0,96.06,2.0,2.0,19.4287498,-99.1682508,easyaviso,2025-05-09 13:25:53.299823,67509.88965230064
departamento en venta en san rafael 2 recamaras,4417306.0,91.62,2.0,2.0,19.4402445,-99.1621588,easyaviso,2025-05-09 13:25:53.299823,48213.337699192314
departamento ubicado en skyview polanco en veronica anzures de 82 m2,4602000.0,82.0,,2.0,19.4371351,-99.1804396,easyaviso,2025-05-09 13:25:53.299823,56121.95121951219
departamento en venta en la col. san rafael alcaldia cuauhtemoc,7130000.0,95.0,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,75052.63157894737
departamento nuevo en venta  rio guadalquivir,6847892.0,90.0,2.0,2.0,19.4284881,-99.1702442,easyaviso,2025-05-09 13:25:53.299823,76087.6888888889
departamento en venta en ritz carlton reforma cuauhtemoc,20000000.0,80.0,,,19.4490225,-99.1341838,easyaviso,2025-05-09 13:25:53.299823,250000.0
departamento en venta skyview polanco,4602000.0,82.0,,2.0,19.4373402,-99.180431,easyaviso,2025-05-09 13:25:53.299823,56121.95121951219
venta departamento en col.cuauhtemoc,6500000.0,114.0,,2.0,19.4315806,-99.1635116,easyaviso,2025-05-09 13:25:53.299823,57017.54385964912
hermoso pent house de 2 niveles en venta  col. cuauhtemoc,6500000.0,134.0,2.0,,19.4316439,-99.1608004,easyaviso,2025-05-09 13:25:53.299823,48507.46268656717
departamento en venta en colonia cuauhtemoc guadalquivir 73,6872340.0,90.0,2.0,2.0,19.4284531,-99.170329,easyaviso,2025-05-09 13:25:53.299823,76359.33333333333
penthouse venta cuauhtemoc  con balcon y roof privado  with private rooftop,8960000.0,170.0,2.0,2.0,19.4293458,-99.1723461,easyaviso,2025-05-09 13:25:53.299823,52705.882352941175
departamento en venta en colonia cuauhtemoc,6200000.0,105.0,2.0,2.0,19.4302007,-99.1688898,easyaviso,2025-05-09 13:25:53.299823,59047.619047619046
departamento venta col. santa maria de la ribera,7558000.0,125.0,2.0,3.0,19.4473462,-99.1591203,easyaviso,2025-05-09 13:25:53.299823,60464.0
departamento venta col. santa maria la ribera,5982000.0,99.0,2.0,3.0,19.4473462,-99.1591203,easyaviso,2025-05-09 13:25:53.299823,60424.242424242424
departamentos 2 recamaras  rio de la plata cuauhtemoc,6417476.37,75.19,2.0,2.0,19.4261769,-99.1738149,easyaviso,2025-05-09 13:25:53.299823,85350.13126745578
hamburgo cuauhtemoc venta de increible departamento,4900000.0,97.0,2.0,2.0,19.4255561,-99.1661482,easyaviso,2025-05-09 13:25:53.299823,50515.463917525776
departamentos colonia cuauhtemoc cdmx,2590000.0,68.0,,,19.4319434,-99.1678492,easyaviso,2025-05-09 13:25:53.299823,38088.23529411765
venta loft distum estrena veronica anzures,2525000.0,30.0,,,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,84166.66666666667
departamento con amenidades en san rafael.,5533157.0,84.0,2.0,2.0,19.4363262,-99.1627888,easyaviso,2025-05-09 13:25:53.299823,65870.91666666667
departamento en la cuauhtemoc,6418000.0,75.0,2.0,2.0,19.4245911,-99.1758761,easyaviso,2025-05-09 13:25:53.299823,85573.33333333333
rio rhin,6485000.0,67.64,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,95875.22176227084
departamento en venta ritz carlton sobre paseo de la reforma  2 recamaras,77964800.0,222.0,3.0,2.0,19.4246557,-99.1755946,easyaviso,2025-05-09 13:25:53.299823,351192.7927927928
amazonas con terraza con inquilino,7200000.0,92.0,2.0,2.0,19.431034,-99.1635384,easyaviso,2025-05-09 13:25:53.299823,78260.86956521739
venta departamento en guerrerocuauhtemoccdmx,2378000.0,64.0,,2.0,19.4412502,-99.1516826,easyaviso,2025-05-09 13:25:53.299823,37156.25
amplio e iluminado departamento en veronica anzures,5650000.0,95.0,2.0,3.0,19.4344925,-99.1755891,easyaviso,2025-05-09 13:25:53.299823,59473.68421052631
departamento en venta en cuauhtemoc cuauhtemoc,5000000.0,69.0,2.0,2.0,19.4307209,-99.170468,easyaviso,2025-05-09 13:25:53.299823,72463.76811594203
departamento preventa reforma diana 92m2 con 2 balcones 2 recamaras,8050549.0,92.0,2.0,2.0,19.4263006,-99.1737538,easyaviso,2025-05-09 13:25:53.299823,87505.96739130435
departamento en venta para inversionistas residencial 3 lagos anahuac,4200000.0,79.0,2.0,2.0,19.4401429,-99.1880332,easyaviso,2025-05-09 13:25:53.299823,53164.556962025315
departamento en venta en la cuauhtemoc con electrodomesticos,5100000.0,83.0,2.0,2.0,19.4305817,-99.1727202,easyaviso,2025-05-09 13:25:53.299823,61445.78313253012
departemento ph en venta en rafael roof garden privado,7129070.0,95.0,2.0,2.0,19.4361447,-99.1581342,easyaviso,2025-05-09 13:25:53.299823,75042.84210526316
departamento en venta en san rafael 2 recamaras,4700000.0,58.1,,2.0,19.4397643,-99.1591613,easyaviso,2025-05-09 13:25:53.299823,80895.00860585198
departamento amueblado en venta en  paseo de reforma,33000000.0,189.0,2.0,2.0,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,174603.17460317462
departamento en venta a 10 min de polanco,2300000.0,58.8,,2.0,19.4502724,-99.1846128,easyaviso,2025-05-09 13:25:53.299823,39115.6462585034
depto. en venta con terraza privada col. cuauhtemoc.,7475000.0,90.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,83055.55555555556
depto. en venta en col. cuauhtemoc,5975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
depto. en venta col. cuauhtemoc,6975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,99642.85714285714
depto. en venta en col. cuauhtemoc,6300000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,90000.0
departamentos preventa en san rafael cuauhtemoc cdmx,2633618.0,37.0,,,19.4374624,-99.1618411,easyaviso,2025-05-09 13:25:53.299823,71178.86486486487
departamento en venta a cuadras de paseo de la reforma.,4900000.0,97.0,2.0,2.0,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,50515.463917525776
departamento exterior con balcon con fachada catalogada 1 min del angel,7000000.0,81.0,2.0,2.0,19.4346992,-99.1629505,easyaviso,2025-05-09 13:25:53.299823,86419.75308641975
departamento en venta  cuauhtemoc  cuauhtemoc cdmx,5980000.0,107.63,2.0,2.0,19.4352499,-99.1693471,easyaviso,2025-05-09 13:25:53.299823,55560.717272136026
venta departamento en la cuauhtemoc,5900000.0,94.0,2.0,2.0,19.4337147,-99.1705028,easyaviso,2025-05-09 13:25:53.299823,62765.95744680851
departamento en venta  2 rec. cuauhtemoc. consin muebles,6200000.0,95.0,2.0,2.0,19.4284531,-99.170329,easyaviso,2025-05-09 13:25:53.299823,65263.15789473684
rio grijalva 35 departamento en preventa 2 recamaras con balcon desde 75.7m2,5937500.0,,2.0,2.0,19.4339137,-99.170432,easyaviso,2025-05-09 13:25:53.299823,
san rafael negociable 2 recamaras 1 bano,3300033.0,69.0,,2.0,19.4378358,-99.1646859,easyaviso,2025-05-09 13:25:53.299823,47826.565217391304
se vende departamento en la cuauhtemoc,5000000.0,69.0,2.0,2.0,19.4237486,-99.1711095,easyaviso,2025-05-09 13:25:53.299823,72463.76811594203
departamentos y lofts en venta en la juarez en university tower,6800000.0,31.0,,,19.4305477,-99.1575179,easyaviso,2025-05-09 13:25:53.299823,219354.83870967742
departamento en venta a estrenar col. cuauhtemoc,5155987.0,78.6,2.0,2.0,19.432229,-99.1716626,easyaviso,2025-05-09 13:25:53.299823,65597.7989821883
departamento en venta col. cuauhtemoc,5052570.0,72.99,2.0,2.0,19.432229,-99.1716626,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
departamento exterior con terraza  privada a  pasos del angel  para inversion,7200000.0,116.0,,2.0,19.429025,-99.1430103,easyaviso,2025-05-09 13:25:53.299823,62068.96551724138
departamento venta cuauhtemoc  ubicadisimo estudio con terraza  super location,6450000.0,100.0,,,19.4293458,-99.1723461,easyaviso,2025-05-09 13:25:53.299823,64500.0
preventa corta  colonia san rafael,4700000.0,67.45,,2.0,19.4336867,-99.162168,easyaviso,2025-05-09 13:25:53.299823,69681.24536693847
rio guadalquivir 31departamento en preventa 2 rec con balcon desde 83.90m2,6143660.0,,2.0,2.0,19.4306645,-99.1713662,easyaviso,2025-05-09 13:25:53.299823,
rio guadalquivir 31departamento en preventa 2 rec con balcon desde 81.35,6243557.0,,2.0,2.0,19.4306645,-99.1713662,easyaviso,2025-05-09 13:25:53.299823,
rio guadalquivir 31departamento en preventa 2 rec con balcon desde 76.40m2,5943866.0,,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,
rio guadalquivir 31departamento en preventa 2 rec. con balcon desde 81.35m2m2,6343454.0,,,2.0,19.4306645,-99.1713662,easyaviso,2025-05-09 13:25:53.299823,
rio guadalquivir 31departamento en preventa 2 rec con balcon desde 81.35m2,6443351.0,,2.0,2.0,19.4314531,-99.1714661,easyaviso,2025-05-09 13:25:53.299823,
rio guadalquivir 31 departamento en preventa 2 rec desde 72.25 m2,6183619.0,,,2.0,19.4310558,-99.1716622,easyaviso,2025-05-09 13:25:53.299823,
paseo de la reforma  departamento  preventa,7000000.0,44.0,,,19.4263995,-99.1666696,easyaviso,2025-05-09 13:25:53.299823,159090.9090909091
departamento en venta en dahlia anzures en cdmx,6037500.0,94.0,2.0,2.0,19.444437,-99.1672276,easyaviso,2025-05-09 13:25:53.299823,64228.72340425532
departamento en venta en colonia cuauhtemoc,5842500.0,70.0,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,83464.28571428571
departamento en venta en colonia cuauhtemoc,5651501.0,64.0,2.0,2.0,19.4318083,-99.1656359,easyaviso,2025-05-09 13:25:53.299823,88304.703125
departamento en venta en cuauhtemoc,5906729.0,60.64,,,19.4354043,-99.1578711,easyaviso,2025-05-09 13:25:53.299823,97406.4808707124
loft en venta en cuauhtemoc,4498428.0,47.0,,,19.4354043,-99.1578711,easyaviso,2025-05-09 13:25:53.299823,95711.23404255319
depa en venta col.cuauhtemocunico en su tipo95m2 con terraza privada,6750000.0,95.0,2.0,,19.432025,-99.1400103,easyaviso,2025-05-09 13:25:53.299823,71052.63157894737
departamento en venta en san rafael alcaldia cuauhtemoc.,5250000.0,79.93,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,65682.47216314274
departamento en venta en san rafael alcaldia cuauhtemoc.,4700000.0,67.45,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,69681.24536693847
departamento en venta en san rafael alcaldia cuauhtemoc.,3150000.0,46.3,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,68034.55723542118
departamento tipo loft en rentaventa en torre magenta juarez cuauhtemoc,6285000.0,80.0,,,19.4503029,-99.1334578,easyaviso,2025-05-09 13:25:53.299823,78562.5
departamento en venta anahuac miguel hidalgo cdmx,1500000.0,37.4,,2.0,19.4494267,-99.175806,easyaviso,2025-05-09 13:25:53.299823,40106.95187165776
bosques de las lomas cuajimalpa de morelos ciudad de mexico,10900000.0,133.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,81954.88721804511
be grand polanco departamento en venta,5000000.0,72.0,,,19.4360756,-99.1854817,easyaviso,2025-05-09 13:25:53.299823,69444.44444444444
departamento en venta en colonia cuauhtemoc.,8250000.0,90.4,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,91261.06194690264
departamento en venta en colonia cuauhtemoc.,7077500.0,90.35,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,78334.25567238517
departamento en venta en colonia cuahtemoc.,7142500.0,70.1,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,101890.1569186876
departamento en venta en colonia cuauhtemoc.,6317500.0,75.7,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,83454.42536327608
departamento en venta en colonia cuauhtemoc.,5842500.0,75.7,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,77179.65653896962
bonito departamento en venta  rio guadalquivir,8771040.0,170.0,2.0,2.0,19.4283555,-99.1702662,easyaviso,2025-05-09 13:25:53.299823,51594.35294117647
departamento en venta en polanco cdmx,5005000.0,79.0,2.0,2.0,19.445247,-99.1913342,easyaviso,2025-05-09 13:25:53.299823,63354.43037974684
venta de departamentos en la colonia anahuac cdmx,4350000.0,77.0,2.0,2.0,19.4431326156,-99.1922942358,easyaviso,2025-05-09 13:25:53.299823,56493.506493506495
